age,attr1,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr2,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr3,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr4,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr5,attr50,attr51,attr6,attr7,attr8,attr9,capital,distance,gender,paid_contributions_1,paid_contributions_2,paid_contributions_3,paid_contributions_4,paid_contributions_5,patient_type,residence,satisfied,spouse
0.9,0.242,0.131,0.859,0.949,0.364,0.242,0.101,0.303,0.141,0.475,0.949,0.444,0.778,0.384,0.596,0.354,0.485,0.667,0.859,0.111,0.434,0.768,0.374,0.222,0.202,0.788,0.626,0.424,0.02,0.687,0.859,0.717,0.323,0.192,0.949,0.02,0.727,0.747,0.525,0.343,0.434,0.04,0.879,0.667,0.576,0.808,0.232,0.232,0.859,0.384,0.636,0.195,0.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.91,0.071,0.222,0.677,0.03,0.212,0.697,0.586,0.242,0.212,0.556,0.0,0.677,0.01,0.242,0.636,0.535,0.364,0.505,0.778,0.818,0.535,0.03,0.768,0.091,0.778,0.323,0.02,0.788,0.091,0.919,0.899,0.535,0.667,0.556,0.354,0.616,0.505,0.131,0.606,0.212,0.859,0.556,0.515,0.737,0.182,0.616,0.727,0.192,0.101,0.475,0.384,0.287,0.81,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.73,0.515,0.444,0.061,0.374,0.576,0.616,0.515,0.323,0.111,0.626,0.818,0.869,0.162,0.889,0.616,0.212,0.232,0.636,0.606,0.444,0.061,0.616,0.828,0.677,0.798,0.303,0.465,0.313,0.838,0.949,0.97,0.232,0.566,0.838,0.596,0.444,0.768,0.556,0.485,0.949,0.182,0.667,0.515,0.465,0.343,0.455,0.434,0.677,0.586,0.03,0.788,0.039,0.81,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.99,0.646,0.545,0.768,0.717,0.646,0.364,0.707,0.333,0.778,0.343,0.626,0.253,0.061,0.768,0.747,0.667,0.899,0.889,0.677,0.071,0.081,1.0,0.283,0.303,0.04,0.657,0.909,0.96,0.919,0.657,0.131,0.263,0.636,0.202,1.0,0.434,0.293,0.333,0.111,0.283,0.818,0.091,0.909,0.778,0.859,0.939,0.364,0.172,0.081,0.253,0.293,0.074,0.55,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.91,0.475,0.939,0.273,0.727,0.545,0.455,0.545,0.545,0.96,0.707,0.707,0.869,0.828,0.939,0.737,0.242,0.061,0.96,0.071,0.131,0.222,0.293,0.394,0.99,0.677,0.475,0.384,0.121,0.333,0.747,0.414,0.909,0.525,0.404,0.626,0.667,0.566,0.04,0.899,0.646,0.141,0.03,0.646,0.737,0.737,0.798,0.232,0.051,0.909,0.101,0.343,0.199,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.98,0.384,0.788,0.172,0.515,0.03,0.313,0.687,0.616,0.636,0.556,0.556,0.707,0.283,0.283,0.96,0.263,0.141,0.02,0.222,0.01,0.03,0.333,0.838,0.606,0.727,0.929,0.606,0.293,0.667,0.283,0.162,0.576,0.091,0.97,0.505,0.576,0.596,0.04,0.96,0.828,0.737,0.838,0.828,0.152,0.576,0.929,0.495,0.232,0.818,0.919,0.515,0.209,0.74,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.64,0.485,0.869,0.677,0.475,0.202,0.879,0.899,0.828,0.96,0.949,0.354,0.495,0.283,0.485,0.909,0.455,0.465,0.141,0.222,0.283,0.727,0.01,0.808,0.232,0.556,0.051,0.121,0.97,0.889,0.364,0.263,0.313,0.667,0.677,0.172,0.182,0.091,0.333,0.798,0.768,0.455,0.081,0.323,0.354,0.162,0.515,0.606,0.798,0.939,0.899,0.929,0.141,0.67,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.81,0.101,0.626,0.273,0.737,0.222,0.838,0.657,0.232,0.212,0.626,0.798,0.879,0.596,0.899,0.455,0.859,0.99,0.152,0.121,0.798,0.303,0.384,0.323,0.747,0.808,0.505,0.162,0.273,0.333,0.303,0.667,0.586,0.525,0.323,0.253,0.394,0.394,0.172,0.768,0.667,0.586,0.808,0.586,0.404,0.586,0.566,0.556,0.242,0.566,0.818,0.081,0.213,0.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.76,0.747,0.96,1.0,0.293,0.01,1.0,0.364,0.808,0.717,0.556,0.323,0.848,0.071,0.515,0.162,0.111,0.354,0.899,0.818,0.293,0.747,0.747,0.212,0.848,0.586,0.657,0.879,0.081,0.859,0.071,0.606,0.475,0.04,0.697,0.727,0.99,0.101,0.283,0.091,0.131,0.455,0.879,0.273,0.081,0.434,0.566,0.606,0.313,0.212,0.828,0.768,0.234,0.82,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.79,0.374,0.717,0.283,0.202,0.424,0.384,0.333,0.273,0.192,0.545,0.232,0.424,0.586,0.131,0.333,0.293,0.626,0.737,0.667,0.303,0.697,0.596,0.101,0.131,0.253,0.879,0.242,0.253,0.768,0.222,0.818,0.727,0.444,0.657,0.929,0.707,0.747,0.737,0.606,0.98,0.96,0.434,0.566,0.717,0.737,0.404,1.0,0.677,0.606,0.465,0.859,0.157,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.68,0.697,0.455,0.939,0.646,0.96,0.596,0.111,0.081,0.354,0.636,0.364,0.343,0.747,0.879,0.626,0.677,0.808,0.909,0.152,0.626,0.283,0.071,0.323,0.646,0.475,0.081,0.758,0.071,0.212,0.556,0.828,0.404,0.596,0.798,0.333,0.081,0.687,0.687,0.394,0.354,0.505,0.0,0.808,0.859,0.556,0.384,0.515,0.384,0.758,0.859,0.384,0.226,0.71,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.91,0.313,0.667,0.495,0.949,0.293,0.576,0.202,0.879,0.465,0.364,0.172,0.232,0.323,0.222,0.333,0.97,0.929,0.283,0.758,1.0,0.525,0.162,0.869,0.354,0.848,0.96,0.828,0.697,0.222,0.657,0.899,0.828,0.263,0.859,0.556,0.414,0.273,0.465,0.202,0.293,0.697,0.869,0.616,0.313,0.374,0.97,0.697,0.374,0.485,0.869,0.192,0.293,0.59,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.83,0.253,0.141,0.949,0.566,0.778,0.828,0.293,0.909,0.899,0.889,0.01,0.384,0.586,0.071,0.838,0.091,0.97,0.283,0.455,0.364,0.384,0.505,0.99,0.384,0.081,0.434,0.303,0.02,0.152,0.636,0.949,0.636,0.293,0.556,0.455,0.081,0.273,0.202,0.707,0.616,0.808,0.515,0.556,0.535,0.02,0.263,0.505,0.475,0.01,0.02,0.263,0.29,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.76,0.212,0.101,0.283,0.303,0.232,0.646,0.101,0.818,0.485,0.657,0.121,0.545,0.747,0.111,0.899,0.737,1.0,0.253,0.495,0.414,0.303,0.061,0.727,0.152,0.364,0.354,0.566,0.778,0.747,0.253,0.303,0.949,0.162,0.232,0.081,0.242,0.576,0.121,0.384,0.788,0.354,0.667,0.04,0.657,0.091,0.414,0.101,0.061,0.212,0.747,0.909,0.004,0.89,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.72,0.667,0.96,0.838,0.798,0.869,0.374,0.162,0.202,0.646,0.303,0.788,0.192,0.455,0.232,0.96,1.0,0.091,0.99,0.071,0.768,0.0,0.495,0.182,0.545,0.475,0.293,0.586,0.606,0.525,0.465,0.02,0.535,0.343,0.717,0.576,0.172,0.626,0.606,1.0,0.222,0.263,0.343,0.111,0.596,0.616,0.768,0.323,0.596,0.98,0.152,0.505,0.053,0.89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.72,0.798,0.323,0.606,0.374,0.758,0.101,0.141,0.0,0.394,0.02,0.879,0.394,0.535,0.495,0.02,0.273,0.949,0.232,0.263,0.101,0.97,0.909,0.717,0.838,0.141,0.697,0.212,0.697,0.899,0.828,0.808,0.768,0.838,0.707,0.768,0.273,0.0,0.818,0.939,0.02,0.081,0.414,0.626,0.919,0.838,0.303,0.707,0.879,0.374,0.768,0.727,0.04,0.13,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.8,0.455,0.071,0.313,0.818,0.99,0.869,0.838,0.828,0.869,0.384,0.03,0.566,0.505,0.444,0.556,0.01,0.697,0.141,0.313,0.545,0.747,0.515,0.586,0.232,0.657,0.0,0.465,0.556,0.273,0.99,1.0,0.505,0.283,0.96,0.475,0.727,0.798,0.505,0.899,0.717,0.323,0.232,0.879,0.303,0.364,0.889,0.414,0.424,0.182,0.384,0.465,0.236,0.89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.66,0.212,0.879,0.848,0.707,0.838,0.939,0.081,0.212,0.758,0.162,0.455,0.505,0.444,0.747,0.707,0.899,0.051,0.919,0.707,0.566,0.141,0.263,0.606,0.495,0.788,0.576,0.909,0.828,0.727,0.758,0.566,0.909,0.061,0.333,0.374,0.051,0.273,1.0,0.485,0.212,0.879,0.071,0.727,0.99,0.717,0.859,0.343,0.424,0.374,0.404,0.434,0.244,0.68,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.67,0.313,0.444,0.869,0.586,0.455,0.04,0.323,0.111,0.848,0.414,0.172,0.465,0.596,0.99,0.394,0.687,0.323,0.313,0.899,0.141,0.0,0.101,0.232,0.778,0.323,0.424,0.0,0.414,0.495,0.384,0.192,0.566,0.586,0.111,0.525,0.253,0.646,0.263,0.636,0.01,0.919,0.495,0.737,0.232,0.444,0.869,0.374,0.182,0.96,0.818,0.182,0.145,0.82,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.63,0.747,0.091,0.444,0.354,0.192,0.394,0.273,0.081,0.737,0.929,0.111,0.657,0.949,0.646,0.212,0.02,0.99,0.768,0.364,0.869,0.111,0.626,0.99,0.323,0.434,0.01,0.444,0.747,1.0,0.848,0.434,0.162,0.949,0.687,0.758,0.0,0.394,0.03,0.828,0.434,0.333,0.586,0.657,0.374,0.303,0.091,0.788,0.051,0.212,0.677,0.384,0.191,0.37,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.86,0.818,0.838,0.455,0.636,0.838,0.01,1.0,0.374,0.818,0.535,0.929,0.737,0.869,0.131,0.949,0.657,0.293,0.061,0.505,0.99,0.263,0.273,0.253,0.333,0.212,0.152,0.99,0.232,0.677,0.859,0.283,0.04,0.01,0.535,0.414,0.626,0.606,0.909,0.939,0.01,0.97,0.03,0.141,0.434,0.828,0.505,0.384,0.273,0.727,0.838,0.253,0.289,0.77,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.72,0.96,0.677,0.879,0.636,0.606,0.394,0.212,0.485,0.535,0.172,0.303,0.374,0.758,0.192,0.273,0.071,0.192,0.949,0.263,0.798,0.424,0.051,0.99,0.061,0.293,0.697,0.525,0.495,0.263,0.343,0.596,0.515,0.374,0.687,0.01,0.273,0.01,0.162,0.677,0.071,0.141,0.737,0.828,0.556,0.828,0.576,0.404,0.444,0.505,0.475,0.485,0.016,0.98,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.65,0.03,0.232,0.323,0.707,0.03,0.182,0.444,0.687,0.707,0.222,0.01,0.192,0.828,0.727,0.495,0.667,0.475,0.354,0.172,0.808,0.697,0.899,0.232,0.242,0.919,0.586,0.788,0.98,0.364,0.899,0.505,0.152,0.798,0.697,0.253,0.222,0.717,0.091,1.0,0.172,0.859,0.717,0.364,0.253,0.939,0.333,0.04,0.889,0.141,0.96,0.434,0.118,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.74,0.838,0.253,0.758,0.788,0.899,0.263,0.414,0.869,0.111,0.798,0.848,0.596,0.343,0.071,0.051,0.253,0.545,0.283,0.939,0.889,0.485,0.96,0.545,0.576,0.202,0.121,0.939,0.283,0.616,0.697,0.788,0.0,0.96,0.535,0.333,0.505,0.162,0.576,0.475,0.828,0.02,0.091,0.495,0.384,0.616,0.657,0.03,0.616,1.0,0.859,0.717,0.18,0.62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.65,0.576,0.03,0.879,0.525,0.606,0.03,0.596,0.828,0.182,0.949,0.909,0.818,0.919,0.899,0.404,0.192,0.091,0.101,0.283,0.96,0.465,0.838,0.485,0.212,0.97,0.131,0.606,0.636,0.101,0.192,0.576,0.495,0.485,0.354,0.364,0.929,0.424,0.707,0.606,0.02,0.848,0.121,0.727,0.768,0.616,0.101,0.434,0.798,0.081,0.455,0.333,0.145,0.47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.74,0.98,0.404,0.747,0.949,0.566,0.01,0.424,0.182,0.97,0.566,0.354,0.455,0.97,0.505,0.182,0.364,0.051,0.313,0.848,0.384,0.545,0.273,0.768,0.343,0.505,0.202,0.111,0.424,0.97,0.879,0.232,0.556,0.283,0.626,0.667,0.424,0.737,0.202,0.424,0.899,0.444,0.465,0.263,0.091,0.525,0.04,0.01,0.677,0.929,0.535,0.394,0.208,0.84,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.68,0.475,0.051,0.091,0.99,0.121,0.606,0.424,0.646,0.556,0.273,0.778,0.293,0.798,0.919,0.747,0.131,0.899,0.04,0.162,0.586,0.222,0.04,0.848,0.939,0.636,0.869,0.879,0.859,0.778,0.101,0.919,0.364,0.313,0.899,0.101,0.576,0.606,0.313,0.525,0.424,0.03,0.838,0.636,0.525,0.455,0.626,0.828,0.354,0.96,0.636,0.697,0.234,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.91,0.576,0.838,0.657,0.061,0.434,0.949,0.404,0.242,0.889,0.838,0.667,0.707,0.808,0.404,0.263,0.505,0.485,0.313,0.556,0.798,0.283,0.525,0.04,0.354,0.293,0.687,0.384,0.788,0.859,0.545,0.333,0.747,0.394,0.354,0.818,0.263,0.232,0.263,1.0,0.182,0.505,0.303,0.414,0.141,0.364,0.02,0.313,0.778,0.202,0.172,0.889,0.298,0.09,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.77,0.737,0.535,0.071,0.747,0.818,0.909,0.323,0.616,0.02,0.505,0.869,0.323,0.485,0.97,0.303,0.576,1.0,0.566,0.333,0.444,0.646,0.384,0.253,0.111,0.01,0.051,0.182,0.909,0.697,0.283,0.071,0.566,0.747,0.273,0.424,0.758,0.626,0.061,0.222,0.98,0.232,0.879,0.121,0.697,0.111,0.636,0.051,0.141,0.707,0.333,0.03,0.0,0.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.69,0.626,0.384,0.354,0.717,0.111,1.0,0.667,0.303,0.919,0.121,0.455,0.293,0.475,0.899,0.444,0.889,0.384,0.465,0.98,0.758,0.465,0.475,0.475,0.687,0.899,0.374,0.818,0.303,0.091,0.384,0.596,0.394,0.747,0.939,0.98,0.444,0.758,0.919,0.747,0.273,0.859,0.636,0.97,0.384,0.586,0.939,0.01,0.717,0.495,0.768,0.586,0.272,0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.95,0.384,0.02,0.929,0.081,0.545,0.808,0.727,0.212,0.606,0.818,0.434,0.727,0.505,0.727,0.283,0.414,0.343,0.869,0.616,0.697,0.475,0.131,0.414,0.283,0.283,0.828,0.323,0.747,0.636,0.455,0.838,0.586,0.99,0.525,0.606,0.323,0.687,0.859,0.616,0.768,0.04,0.939,0.788,0.879,0.374,0.364,0.747,0.929,0.354,0.556,0.697,0.299,0.71,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.69,0.192,0.727,0.495,0.283,0.374,0.535,0.0,0.444,0.747,0.131,0.343,0.232,0.273,0.778,0.919,0.869,0.717,0.768,0.778,0.677,0.899,0.646,0.051,0.414,0.505,0.859,0.172,0.515,0.02,0.879,0.02,0.869,0.727,0.96,0.465,0.414,0.384,0.313,0.99,0.111,0.899,0.071,0.152,0.222,0.556,0.657,0.354,0.182,0.646,0.828,0.939,0.025,0.96,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.74,0.687,0.657,0.707,0.919,0.909,0.364,0.293,0.576,0.242,0.293,0.96,0.374,0.444,0.758,0.495,0.212,0.081,0.394,0.677,0.606,0.303,0.414,0.667,0.96,0.929,0.98,0.838,0.414,0.162,0.02,0.192,0.626,0.525,0.152,0.778,0.919,0.727,0.889,0.545,0.051,0.02,0.283,0.333,0.343,0.323,0.192,0.374,0.192,0.424,0.283,0.0,0.157,0.86,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.73,0.081,0.253,0.414,0.101,0.212,0.061,0.98,0.758,0.909,0.283,0.192,0.273,0.475,0.212,0.343,0.384,0.687,0.515,0.434,0.616,0.253,0.162,0.949,0.859,0.808,0.758,0.859,0.99,0.626,0.061,0.172,0.253,0.869,0.838,0.131,0.838,1.0,0.98,0.667,0.758,0.04,0.869,0.03,0.253,0.677,0.343,0.667,1.0,0.131,0.838,0.949,0.036,0.78,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.92,0.505,0.414,0.707,0.394,0.303,0.051,0.152,1.0,0.455,0.798,0.515,0.535,0.354,0.01,0.606,0.414,0.131,0.253,0.606,0.343,0.313,0.616,0.556,0.404,0.778,0.818,0.697,0.192,0.475,0.03,0.343,0.778,0.485,0.525,0.162,0.556,0.061,0.253,0.778,0.505,0.141,0.273,0.596,0.081,0.495,0.121,0.505,0.212,0.273,0.758,0.949,0.233,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.9,0.172,0.717,0.313,0.0,0.848,0.737,0.141,0.354,0.364,0.141,0.222,0.202,0.727,0.444,0.697,0.343,0.818,0.061,0.162,0.081,0.495,0.222,0.879,0.939,0.758,0.98,1.0,0.687,0.071,0.545,0.818,0.212,0.03,0.303,0.717,0.99,0.263,0.495,0.03,0.323,0.545,0.121,0.727,0.768,0.303,0.081,0.061,0.788,0.313,0.293,0.212,0.091,0.64,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.78,0.646,0.162,0.495,0.909,0.01,0.838,0.697,0.99,0.566,0.02,0.717,0.737,0.606,0.424,0.717,0.586,0.253,0.929,0.889,1.0,0.667,0.071,0.778,0.99,0.778,0.101,0.232,0.566,0.444,0.465,0.828,0.657,0.404,0.838,0.374,0.081,0.929,0.838,0.778,0.374,0.636,0.111,0.616,0.182,0.111,0.071,0.788,0.02,0.182,0.677,0.768,0.181,0.22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.82,0.98,0.02,0.081,0.697,0.384,0.646,0.838,0.525,0.343,0.788,0.818,0.202,0.727,0.98,0.96,0.515,0.909,0.01,0.02,0.939,0.333,0.061,0.697,0.101,0.768,0.212,0.566,0.758,0.97,0.758,0.96,0.626,0.424,0.667,0.626,0.172,0.414,0.131,0.182,0.444,0.242,0.152,0.081,0.899,0.152,0.343,0.667,0.02,0.677,0.313,0.667,0.128,0.68,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.96,0.596,0.384,0.566,0.687,0.727,0.818,0.707,0.394,0.727,0.313,0.596,0.465,0.374,0.646,0.03,0.697,0.283,0.788,0.374,0.263,0.01,0.162,0.03,0.182,0.515,0.828,0.081,0.667,0.626,0.859,0.061,0.929,0.919,0.01,0.162,0.051,0.424,0.97,0.798,0.343,0.222,0.333,0.828,0.222,0.515,0.051,0.98,0.919,0.505,0.394,0.141,0.024,0.62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.81,0.152,0.596,0.071,0.222,0.364,0.899,0.111,0.293,0.798,0.162,0.333,0.03,0.182,0.343,0.343,0.475,0.515,0.404,0.788,0.202,0.485,0.96,0.051,0.131,0.283,0.313,0.859,0.808,0.04,0.96,0.354,0.939,0.606,0.202,0.879,0.182,0.03,0.657,0.172,0.364,0.354,0.192,0.283,0.253,0.172,0.04,0.737,0.061,0.313,0.616,0.111,0.053,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,0.242,0.596,0.97,0.283,0.303,0.505,0.323,0.051,0.242,0.172,0.111,0.172,0.091,0.727,0.465,0.04,0.909,0.404,0.798,0.929,0.737,0.101,0.697,0.808,0.758,0.03,0.212,0.768,0.707,0.04,0.657,0.596,0.97,0.889,0.465,0.929,0.949,0.465,0.141,0.091,0.586,0.192,0.848,0.707,0.768,0.788,0.242,0.626,0.778,0.273,0.626,0.062,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.91,0.828,0.707,0.061,0.687,0.101,0.566,0.98,0.596,0.434,0.657,0.253,0.576,0.02,0.707,0.081,0.414,0.758,0.909,0.444,0.162,0.394,0.131,0.545,0.414,0.798,0.646,0.838,0.636,0.051,0.04,0.354,0.414,0.848,0.879,0.525,0.364,0.121,0.172,0.808,0.061,0.697,0.465,0.03,0.0,0.97,0.677,0.404,0.657,0.424,0.657,0.02,0.142,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.77,0.172,0.354,0.717,0.616,0.263,0.141,0.97,0.737,0.606,0.949,0.818,0.687,0.273,0.444,0.879,0.636,0.545,0.03,0.424,0.414,0.515,0.081,0.747,0.172,0.818,0.354,0.424,0.051,0.364,0.97,0.212,0.152,0.101,0.596,0.98,0.879,0.616,0.242,0.96,0.616,0.121,0.838,0.475,0.606,0.303,0.051,0.778,0.03,0.374,0.283,0.172,0.064,0.66,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.7,0.091,0.545,0.556,0.323,0.242,0.778,0.505,0.364,0.253,0.838,0.747,0.384,0.04,0.525,0.434,0.697,0.596,0.566,0.899,0.556,0.061,0.495,0.101,1.0,1.0,0.525,0.535,0.455,0.323,0.061,0.949,0.273,0.697,0.848,0.485,0.04,0.889,0.333,0.606,0.97,0.465,0.263,0.333,0.717,0.859,0.758,0.899,0.273,0.394,0.747,0.556,0.2,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.84,0.232,0.343,0.253,0.081,0.515,0.202,0.909,0.01,0.303,0.162,0.596,0.97,0.404,0.939,0.828,0.404,0.232,0.061,0.909,0.343,1.0,0.99,0.172,0.717,0.02,0.606,0.727,0.384,0.939,0.212,0.98,0.434,0.02,0.04,0.343,0.303,0.687,0.212,0.303,0.535,0.343,0.121,0.929,0.414,0.03,0.121,0.404,0.141,0.212,0.192,0.657,0.077,0.22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.75,0.354,0.485,0.97,0.323,0.828,0.636,0.949,0.576,0.485,0.626,0.475,0.626,0.677,0.283,0.263,0.848,0.949,0.333,0.919,0.596,0.121,0.869,0.818,0.071,0.051,0.343,0.273,0.253,0.949,0.98,0.283,0.081,0.323,0.929,0.899,0.879,0.97,0.576,0.606,0.212,0.071,0.838,0.434,0.949,0.283,0.717,0.96,0.929,0.97,0.192,0.788,0.102,0.69,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.76,0.495,0.626,0.434,0.101,0.384,0.586,0.475,0.081,1.0,0.545,0.586,0.343,0.394,0.687,0.535,0.182,0.364,0.788,0.818,0.051,0.889,0.475,0.707,0.414,0.465,0.434,0.99,0.253,0.242,0.556,0.162,0.202,0.293,0.717,0.263,0.96,0.566,0.606,0.071,0.697,0.485,0.03,0.283,0.778,0.323,0.283,0.758,0.03,0.051,0.313,0.97,0.233,0.92,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.73,0.949,0.01,1.0,0.697,0.636,1.0,0.535,0.657,0.586,0.051,0.333,0.131,0.0,0.949,0.909,0.636,0.677,0.707,0.808,0.626,0.535,0.697,0.212,0.929,0.899,0.404,0.626,0.515,0.384,0.747,0.495,0.152,0.747,0.364,0.465,0.202,0.576,0.485,0.485,0.02,0.253,0.374,0.263,0.606,0.848,0.606,0.0,0.646,0.434,0.818,0.899,0.18,0.44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.84,0.747,0.091,0.495,0.949,0.121,0.192,0.384,0.869,0.899,0.414,0.374,0.687,0.747,0.677,0.384,0.687,0.343,0.071,0.636,0.525,0.99,0.091,0.667,0.465,0.838,0.899,0.97,0.717,0.505,0.646,0.96,0.818,0.566,0.364,0.505,0.747,0.939,0.616,0.505,0.899,0.667,0.707,0.808,0.737,0.253,0.162,0.202,0.828,0.788,0.475,0.586,0.064,0.92,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.86,0.758,0.323,0.414,0.848,0.364,0.798,0.606,0.394,0.869,0.626,0.808,0.677,0.354,0.404,0.889,0.212,0.495,0.636,0.293,0.434,0.859,0.354,0.495,0.758,0.03,0.848,0.03,0.444,0.525,0.152,0.96,0.687,0.303,0.909,0.98,0.404,0.505,0.475,0.364,0.606,0.051,0.283,0.485,0.737,0.222,0.192,0.838,0.838,0.949,0.889,0.101,0.034,0.31,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.68,0.374,0.606,0.636,0.192,0.364,0.232,0.313,0.152,0.909,0.889,0.404,0.818,0.515,0.162,0.253,0.323,0.556,0.475,0.636,0.909,0.434,0.343,0.99,0.657,0.232,0.949,0.232,0.465,0.727,0.04,0.636,0.444,0.919,0.182,0.828,0.859,0.313,0.081,0.061,0.667,0.131,0.02,0.818,0.818,0.606,0.485,0.081,0.949,0.172,0.727,0.869,0.159,0.16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.85,0.919,0.394,0.091,0.444,0.232,0.838,0.545,0.818,0.152,0.283,0.525,0.111,0.96,0.667,0.879,0.192,0.566,0.646,0.616,0.727,0.859,0.04,0.121,0.071,0.687,0.485,0.949,0.141,0.475,0.677,0.727,0.848,0.697,0.657,0.747,0.222,0.343,0.162,0.374,0.071,0.313,0.606,0.253,0.596,0.949,0.232,0.657,0.364,0.475,0.788,0.515,0.013,0.53,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.87,0.727,0.566,0.394,0.848,0.828,0.424,0.879,0.889,0.121,0.707,0.535,0.707,0.636,0.879,0.465,0.737,0.02,0.131,0.495,0.99,0.515,0.949,0.99,0.051,0.434,0.707,0.333,0.677,0.747,0.525,0.121,0.889,0.535,0.061,0.404,0.707,0.384,0.343,0.899,0.737,0.626,0.636,0.121,0.737,0.697,0.172,0.566,0.242,0.192,0.222,0.02,0.143,0.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
