age,attr1,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr2,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr3,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr4,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr5,attr50,attr51,attr6,attr7,attr8,attr9,capital,distance,gender,paid_contributions_1,paid_contributions_2,paid_contributions_3,paid_contributions_4,paid_contributions_5,patient_type,residence,satisfied,spouse
0.68,0.343,0.394,0.354,0.162,0.03,0.576,0.152,0.394,0.434,0.596,0.354,0.02,0.192,0.111,0.02,0.515,0.939,0.677,0.404,0.909,0.566,0.939,0.717,0.182,0.485,0.444,0.323,0.03,0.677,0.96,0.96,0.03,0.424,0.273,0.616,0.374,0.364,0.596,0.01,0.505,0.354,0.98,0.091,0.04,0.828,0.303,0.869,0.808,0.182,0.505,0.293,0.181,0.63,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.85,0.232,0.909,0.212,0.091,0.192,0.737,0.515,0.707,0.03,0.707,0.99,0.97,0.263,0.273,0.182,0.778,0.323,0.293,0.02,0.939,0.222,0.768,0.697,0.556,0.768,0.04,0.515,0.859,0.808,0.374,0.818,0.232,0.131,0.586,0.333,0.576,0.747,0.99,0.101,0.556,0.515,0.071,0.0,0.515,0.111,0.293,0.202,0.535,0.838,0.828,0.293,0.061,0.72,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.89,0.828,0.697,0.343,0.283,0.525,1.0,0.646,0.394,0.606,0.081,0.061,0.97,0.232,0.192,0.232,0.121,0.96,0.939,0.131,0.232,0.929,0.01,0.081,0.545,0.192,0.051,0.162,0.182,0.525,0.101,0.03,0.909,0.061,0.939,0.848,0.919,0.889,0.182,0.778,0.99,0.283,0.485,0.444,0.758,0.646,0.101,0.899,0.919,0.394,0.263,0.03,0.049,0.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.71,0.364,0.707,0.131,0.899,0.646,0.313,0.869,0.273,0.0,0.485,0.313,0.273,0.242,0.081,0.97,0.303,0.687,0.576,0.303,0.737,0.141,0.051,0.485,0.636,0.697,0.97,0.687,0.202,0.949,0.192,1.0,0.576,0.97,0.747,0.747,0.222,0.576,0.061,0.313,0.535,0.414,1.0,0.131,0.646,0.576,0.02,0.475,0.657,0.818,0.707,0.475,0.199,0.23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.66,0.192,0.98,0.374,0.121,0.02,0.141,0.949,0.414,0.263,0.606,0.747,0.273,0.808,0.475,0.838,0.283,0.687,0.394,0.04,0.04,0.586,0.283,0.707,0.283,0.97,0.616,0.364,0.737,0.535,0.99,0.687,0.606,0.535,0.343,0.455,0.556,0.899,0.778,0.505,0.606,0.778,0.434,0.889,0.232,0.717,0.02,0.475,0.505,0.444,0.323,0.616,0.239,0.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.95,0.657,0.778,0.404,0.525,0.061,0.333,0.051,0.616,0.97,0.535,0.232,0.879,0.273,0.111,0.778,0.768,0.727,0.172,0.919,0.869,0.242,0.162,0.657,0.97,0.434,0.626,0.313,0.677,0.869,0.424,0.556,0.404,0.646,0.465,0.828,0.071,0.717,0.697,0.384,0.677,0.545,0.01,0.566,0.96,0.808,0.303,0.576,0.03,0.061,0.545,0.424,0.127,0.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.65,0.586,0.97,0.293,0.263,0.333,0.96,0.222,0.556,0.394,0.051,0.051,0.293,0.172,0.374,0.162,0.869,0.818,0.545,0.232,0.616,0.414,0.051,0.919,0.273,0.687,0.98,0.586,0.424,0.848,0.929,0.424,0.061,0.111,0.556,0.99,0.444,0.465,0.394,0.929,0.061,0.061,0.04,0.03,0.374,0.354,0.859,0.475,0.424,0.687,0.939,0.838,0.209,0.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.99,0.505,0.212,0.323,0.071,0.162,0.253,0.929,0.051,1.0,0.879,0.788,0.333,0.566,0.162,0.727,0.051,0.576,0.515,0.03,0.141,0.071,0.444,0.99,0.131,0.394,0.323,0.879,0.081,0.929,0.727,0.222,0.242,0.606,0.818,0.192,0.576,0.556,0.222,0.323,0.768,0.859,0.636,0.263,0.111,0.03,0.939,0.566,0.939,0.02,0.01,0.96,0.138,0.68,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.69,0.96,0.222,0.394,0.242,0.747,0.455,0.364,0.192,0.01,0.485,0.505,0.01,0.242,0.545,0.606,0.586,0.758,0.677,0.071,0.919,0.283,0.818,0.747,0.798,0.596,0.273,1.0,0.879,0.505,0.616,0.121,0.182,0.263,0.929,0.626,0.758,0.576,0.727,0.818,0.808,0.717,0.202,0.646,0.919,0.596,0.768,0.101,0.384,0.99,0.848,0.202,0.213,0.61,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.68,0.051,0.374,0.899,0.99,0.636,0.323,0.535,0.515,0.253,0.828,0.949,0.424,0.646,0.99,0.404,0.162,0.455,1.0,0.778,0.475,0.667,0.04,0.919,0.636,0.697,0.414,0.141,0.848,0.152,0.364,0.172,0.717,0.96,0.859,0.96,0.051,0.687,0.747,0.0,0.152,0.697,0.192,0.434,0.677,0.697,0.02,0.768,0.343,0.061,0.172,0.141,0.099,0.59,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.91,0.475,0.535,0.828,0.242,0.848,0.253,0.111,1.0,0.222,0.03,0.737,0.091,0.899,0.556,0.545,0.667,0.434,0.99,0.293,0.354,0.303,0.566,0.434,0.939,0.414,0.475,0.929,0.737,0.525,0.152,0.525,0.273,0.061,0.313,0.495,0.505,0.04,1.0,0.242,0.869,0.869,0.495,0.121,0.838,0.566,0.879,0.293,0.424,0.03,0.646,0.141,0.116,0.04,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.74,0.848,0.333,0.949,0.192,0.606,0.253,0.838,0.606,0.667,0.343,0.758,0.04,0.0,0.636,0.889,0.172,0.939,0.879,0.343,1.0,0.626,0.071,0.545,0.434,0.343,0.081,0.98,0.263,0.535,0.707,0.798,0.111,0.394,0.04,0.788,0.394,0.061,0.909,0.919,0.253,0.404,0.768,0.192,0.303,0.96,0.384,0.879,0.646,0.434,0.747,0.657,0.105,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.95,0.455,0.384,0.323,0.01,0.313,0.313,0.03,0.828,0.737,0.131,0.232,0.141,0.465,0.798,0.596,0.737,0.404,0.232,0.03,0.727,0.657,0.899,1.0,0.96,0.333,0.899,0.949,0.02,0.657,0.162,0.152,0.162,0.687,0.586,0.96,0.394,0.899,0.96,0.232,0.596,0.081,0.414,0.01,0.283,0.859,0.586,0.818,0.596,0.899,0.242,0.404,0.013,0.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.96,0.455,0.596,0.394,0.465,0.505,0.707,0.202,0.758,0.788,0.778,0.768,0.061,0.202,0.253,0.0,0.222,0.535,0.384,0.838,0.01,0.646,0.081,0.081,0.919,0.848,0.899,0.444,0.374,0.727,0.212,0.828,0.162,0.929,0.04,0.98,0.97,0.01,0.404,0.96,0.535,0.354,0.444,0.0,0.02,0.131,0.293,0.768,0.788,0.646,0.626,0.697,0.224,0.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.94,0.576,0.859,0.808,0.758,0.758,0.475,0.869,0.616,0.232,0.96,0.232,0.061,0.04,0.414,0.354,0.495,0.182,0.788,0.182,0.818,0.333,0.01,0.495,0.535,0.384,0.606,0.939,0.182,0.586,0.717,0.97,0.303,0.141,0.505,0.444,0.96,0.465,0.091,0.636,0.293,0.202,0.121,0.535,0.343,0.545,0.808,0.717,0.879,0.97,0.535,0.828,0.295,0.17,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.9,0.444,0.04,0.828,0.737,0.626,0.313,0.394,0.636,0.566,0.061,0.111,0.566,0.747,0.909,0.545,0.596,0.141,0.101,0.434,0.081,0.343,0.354,0.495,0.414,0.939,0.626,0.626,0.111,0.444,0.02,0.677,0.859,0.263,0.061,0.677,0.788,0.636,0.061,0.283,0.444,0.879,0.0,0.374,0.929,0.495,0.333,0.848,0.242,0.596,0.121,0.152,0.095,0.32,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.81,0.737,0.879,0.384,0.677,0.798,0.313,0.98,0.101,0.717,0.919,0.283,0.919,0.01,0.485,0.242,0.172,0.556,0.869,0.788,0.03,0.495,0.273,0.727,0.364,0.98,0.343,0.141,0.707,0.293,0.293,0.677,0.768,0.212,0.091,0.919,0.152,0.485,0.657,0.03,0.707,0.838,0.394,0.96,0.677,0.293,0.202,0.788,0.455,0.323,0.192,0.737,0.07,0.64,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.89,0.586,0.758,0.758,0.434,0.818,0.253,0.778,0.091,0.232,0.828,0.535,0.121,0.626,0.778,0.949,0.889,0.182,0.051,0.869,0.626,0.788,0.535,0.707,0.222,0.202,0.283,0.495,0.495,0.152,0.545,0.98,0.97,0.242,0.01,0.889,0.657,0.111,0.556,0.788,0.192,0.404,0.515,0.97,0.131,0.545,0.96,0.889,0.677,0.677,0.616,0.747,0.262,0.33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.65,0.566,0.111,0.192,0.697,0.808,0.323,0.616,0.313,0.323,0.071,0.293,0.283,0.303,0.626,0.758,0.273,0.737,0.758,0.232,0.485,0.091,0.444,0.848,0.202,0.636,0.343,0.313,0.919,0.0,0.424,0.929,0.576,0.384,0.182,0.192,0.485,0.717,0.889,0.687,0.495,0.556,0.242,0.253,0.121,0.202,0.01,0.313,0.01,0.101,0.444,0.071,0.057,0.57,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.87,0.03,0.141,0.667,0.343,0.798,0.737,0.444,0.374,0.717,0.909,0.788,0.919,0.939,1.0,0.394,0.576,0.98,0.263,0.394,0.283,0.242,0.253,0.394,0.677,0.98,0.606,0.01,0.04,0.273,0.253,0.455,0.919,0.919,0.081,0.242,0.434,0.859,0.798,0.283,0.364,0.96,0.626,0.232,0.96,0.182,0.99,0.727,0.747,0.414,0.071,0.152,0.123,0.36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.74,0.394,0.808,0.071,0.717,0.97,0.636,0.04,0.636,0.848,0.949,0.727,0.465,0.747,0.212,0.848,0.535,0.808,0.515,0.455,0.222,0.667,0.152,0.677,0.434,0.879,0.626,0.99,0.758,0.02,0.515,0.566,0.96,0.929,0.101,0.343,0.192,0.657,0.707,0.808,0.394,0.737,0.778,0.737,0.788,0.545,0.303,0.949,0.465,0.657,0.465,0.596,0.23,0.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.92,0.263,0.444,0.505,0.515,0.121,0.657,0.899,0.212,0.97,0.01,0.949,0.152,0.495,0.071,0.657,0.212,0.96,0.485,0.808,0.475,0.636,0.747,0.677,0.747,0.616,0.051,0.818,0.414,0.293,0.98,0.495,0.626,0.303,0.04,0.707,0.889,0.98,0.798,0.596,0.657,0.343,0.798,0.909,0.626,0.455,0.313,0.758,0.717,0.121,0.121,0.03,0.11,0.77,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.81,0.505,0.384,0.667,0.909,0.747,0.687,0.131,0.444,0.626,0.606,0.828,0.859,0.697,0.515,0.687,0.939,0.263,0.98,0.717,0.768,0.343,0.263,0.343,0.293,0.091,0.616,0.859,0.859,0.182,0.141,0.687,0.838,0.485,0.869,0.707,0.263,0.313,0.343,0.838,0.162,0.293,0.242,0.96,0.96,0.768,0.778,0.465,0.162,0.828,0.566,0.222,0.054,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.82,0.788,0.434,0.162,0.182,0.414,0.97,0.838,0.717,0.131,0.02,0.737,0.222,1.0,0.596,0.717,0.121,0.434,0.152,0.98,0.141,0.697,0.576,0.394,0.919,0.475,0.788,0.879,0.717,0.788,0.677,0.566,0.758,0.192,0.657,0.0,0.303,0.758,0.667,0.576,0.212,0.081,0.778,0.545,0.919,0.313,0.626,0.899,0.192,0.949,0.828,0.343,0.042,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.84,0.798,0.98,0.778,0.687,0.131,0.061,0.808,0.505,0.798,0.02,0.313,0.899,0.879,0.727,1.0,1.0,0.091,0.212,0.424,0.03,0.505,0.939,0.222,0.798,0.97,0.141,0.283,0.869,0.798,0.414,0.859,0.606,0.788,0.677,0.687,1.0,0.657,0.343,0.0,0.96,0.717,0.99,0.404,0.242,0.717,0.869,0.848,0.081,0.152,0.899,0.202,0.057,0.98,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.677,0.758,0.566,0.828,0.768,0.051,0.253,0.848,0.242,0.374,0.444,0.091,0.263,0.374,0.909,0.333,0.081,0.061,0.263,0.162,0.465,0.343,0.798,0.354,0.111,0.333,0.03,0.101,0.657,0.192,0.747,0.283,0.293,0.677,0.182,0.96,0.919,0.485,0.131,0.222,0.636,0.939,0.535,0.384,0.222,0.343,0.343,0.232,0.747,0.434,0.248,0.89,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.99,0.03,0.929,0.152,0.424,0.485,0.515,0.192,0.111,0.606,0.808,0.485,0.737,1.0,0.293,0.616,0.657,0.343,0.485,0.384,0.747,0.263,0.505,0.434,0.646,0.747,0.636,0.485,0.232,0.051,0.081,0.222,0.545,0.465,0.434,0.0,0.283,0.869,0.909,0.667,0.444,0.03,0.222,0.051,0.626,0.889,0.222,0.97,0.525,0.626,0.848,0.596,0.14,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.69,0.717,0.162,0.717,0.586,0.384,0.273,0.646,0.0,0.566,0.848,0.576,0.596,0.616,0.919,0.253,0.535,0.566,0.182,0.172,0.707,0.606,0.03,0.798,0.414,0.333,0.515,0.838,0.354,0.939,0.404,0.101,0.848,0.96,0.394,0.354,0.101,0.515,0.192,0.586,0.121,0.677,0.242,0.354,0.515,0.657,0.788,0.515,0.879,0.535,0.505,0.121,0.11,0.37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.6,0.081,0.515,0.374,0.98,0.939,0.667,0.808,0.424,0.879,0.99,0.475,0.939,0.747,0.162,0.859,0.424,0.232,0.101,0.081,0.313,0.525,0.394,0.394,0.535,0.697,0.0,0.01,0.232,0.374,0.455,0.455,0.626,0.808,0.828,0.768,0.889,0.495,0.525,0.848,0.939,0.253,0.444,0.889,0.616,0.434,0.283,0.283,0.788,0.051,0.242,0.374,0.059,0.86,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.99,0.869,0.091,0.889,0.727,0.515,0.556,0.01,0.172,0.717,0.576,0.333,0.929,0.747,0.384,0.929,0.697,0.606,0.505,0.889,0.949,0.626,0.96,0.566,0.97,0.101,0.535,0.192,0.626,0.101,0.869,0.475,0.535,0.899,0.414,0.101,0.838,0.798,0.545,0.475,0.879,0.525,0.121,0.697,0.768,0.646,0.869,0.081,0.96,0.828,0.99,0.727,0.097,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.79,0.798,0.899,0.576,0.727,0.182,0.939,0.465,0.616,0.04,0.859,1.0,0.131,0.778,0.859,0.788,0.939,0.677,0.424,0.313,0.444,0.475,0.253,0.99,0.606,0.98,0.879,0.323,0.253,0.808,0.808,0.091,0.96,0.111,0.141,0.778,0.222,0.434,0.778,0.525,0.101,0.091,1.0,0.141,0.556,0.283,0.212,0.909,0.081,0.424,0.515,0.646,0.287,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.6,0.182,0.505,0.414,0.99,0.869,0.788,0.101,0.566,0.131,0.96,0.131,0.01,0.414,0.707,0.99,0.051,0.949,0.525,0.586,0.596,0.535,0.646,0.596,0.545,0.646,0.646,0.242,1.0,0.071,0.909,0.677,0.495,0.182,0.455,0.343,0.485,0.939,0.737,0.919,0.768,0.273,0.303,0.434,0.828,0.273,0.212,0.859,0.869,0.717,0.717,0.646,0.122,0.07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.98,0.374,0.606,0.545,0.848,0.202,0.818,0.869,0.545,0.101,0.99,0.657,0.99,0.616,0.505,0.232,0.172,0.03,0.778,0.717,0.162,0.384,0.131,0.727,0.182,0.97,0.495,0.495,0.687,0.343,0.333,0.192,0.343,0.636,0.636,0.939,0.798,0.545,0.242,0.98,0.273,0.96,0.0,0.051,0.263,0.697,0.919,0.192,0.798,0.667,0.848,0.838,0.212,0.95,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.98,0.111,0.354,0.939,0.636,0.313,0.475,0.404,0.566,0.677,0.0,0.162,0.283,0.737,0.808,0.576,0.273,0.465,0.596,0.717,0.768,0.909,0.727,0.111,0.404,0.96,0.374,0.677,0.061,0.949,0.909,0.525,0.727,0.758,0.859,0.071,0.111,0.253,0.485,0.323,0.838,0.616,0.556,0.687,0.657,0.545,0.434,0.919,0.455,0.182,0.323,0.444,0.101,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.65,0.343,0.192,0.889,0.687,0.101,0.768,0.778,0.929,0.707,0.818,0.232,0.747,0.768,0.677,0.545,0.505,0.333,0.808,0.01,0.949,0.677,0.586,0.636,0.677,0.455,0.929,0.121,0.333,0.909,0.424,0.475,0.768,0.535,0.455,0.101,0.162,0.818,0.374,0.697,0.222,0.394,0.101,0.384,0.061,0.333,0.313,0.727,0.586,0.727,0.98,0.778,0.226,0.51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.89,0.949,0.525,0.657,0.586,0.586,0.182,0.899,0.293,0.152,0.212,0.717,0.434,0.707,0.162,0.808,0.576,0.081,0.455,0.111,0.788,0.323,0.838,0.152,0.515,1.0,0.566,0.273,0.586,0.828,0.283,0.717,0.232,0.758,0.02,0.465,0.96,0.657,0.354,0.0,0.192,0.768,0.576,0.081,0.02,0.444,0.727,0.051,0.606,0.434,0.556,0.727,0.218,0.21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.99,0.96,0.434,0.313,0.808,0.253,0.808,0.323,0.374,0.364,0.828,0.424,0.657,0.404,0.606,0.253,0.768,0.96,0.131,0.96,0.495,0.343,0.616,0.606,0.697,0.717,0.293,0.919,0.313,0.404,0.404,0.121,0.364,0.04,0.232,0.485,0.899,0.646,0.414,0.828,0.293,0.111,0.333,0.475,0.313,0.101,0.162,0.899,0.465,0.808,0.192,0.051,0.103,0.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.87,0.414,0.707,0.101,0.162,0.828,0.152,0.879,0.212,0.495,0.505,0.01,0.576,0.303,0.727,0.535,0.515,0.253,0.646,0.677,0.444,0.869,0.909,0.828,0.343,0.848,0.98,0.455,0.949,0.414,0.505,0.394,0.535,0.657,0.384,0.091,0.677,0.818,0.081,0.485,0.758,0.697,0.929,0.909,0.97,0.03,0.626,0.727,0.354,0.879,0.616,0.788,0.28,0.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.82,0.96,0.778,0.566,0.859,0.313,0.051,0.889,0.838,0.909,0.424,0.303,0.909,0.364,0.636,0.01,0.667,0.808,0.384,0.242,0.303,0.576,0.354,0.101,0.333,0.374,0.707,0.313,0.414,0.455,0.182,0.616,0.434,0.737,0.848,0.384,0.919,0.626,0.455,0.838,0.869,0.323,0.232,0.354,0.061,0.364,0.152,0.596,0.99,0.697,0.889,0.97,0.295,0.09,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.81,0.364,0.838,0.333,0.657,0.343,0.04,0.495,0.192,0.293,0.657,0.667,0.515,0.323,0.475,0.232,0.061,0.879,0.182,0.919,0.566,0.323,0.263,0.657,0.99,0.97,0.202,0.0,0.03,0.98,0.202,0.172,0.798,0.364,0.919,0.707,0.141,0.384,0.061,0.273,0.293,0.091,0.687,0.889,0.333,0.111,0.717,0.384,0.667,0.586,0.505,0.0,0.139,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.94,0.101,0.0,0.141,0.081,0.495,0.788,0.939,0.677,0.323,0.343,0.99,0.384,0.394,0.717,0.697,0.505,0.545,0.444,0.869,0.909,0.051,0.828,0.828,0.99,0.323,0.616,0.717,0.343,0.424,0.434,0.071,0.434,0.586,0.919,0.96,0.354,0.242,0.313,0.323,0.222,0.051,0.263,0.394,0.121,0.061,0.859,0.263,0.061,0.838,0.556,0.01,0.038,0.21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.65,0.182,0.212,0.354,0.162,0.758,0.121,0.758,0.515,0.242,0.596,0.01,0.929,0.515,0.818,0.545,0.636,0.051,0.131,0.626,0.172,0.818,0.535,0.879,0.212,0.111,0.071,0.616,0.465,0.869,0.566,0.98,0.343,0.687,0.909,0.889,0.081,0.394,0.697,0.03,0.899,0.192,0.323,0.636,0.818,0.818,0.03,0.636,0.01,0.485,0.939,0.717,0.265,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.81,0.919,0.707,0.162,0.596,0.182,0.626,0.121,0.99,0.808,0.152,0.232,0.485,0.869,0.253,0.081,0.646,0.747,0.859,0.788,0.626,1.0,0.747,0.859,0.354,0.768,0.657,0.313,0.485,0.687,0.343,0.717,0.162,0.889,0.253,0.919,0.808,0.505,0.97,0.475,0.717,0.697,0.869,0.091,0.283,0.667,0.828,0.879,0.283,0.808,0.566,0.172,0.233,0.17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.89,0.98,0.97,0.939,0.535,0.636,0.828,0.96,0.798,1.0,0.616,0.889,0.02,0.939,0.091,0.152,0.091,0.394,0.707,0.889,0.576,0.303,0.283,0.323,0.505,0.374,0.778,0.768,0.374,0.374,0.061,0.465,0.414,0.212,0.808,0.323,0.202,0.162,0.141,0.717,0.616,0.354,0.131,0.556,0.071,0.343,0.081,0.505,0.02,0.04,0.778,0.121,0.104,0.48,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.85,0.727,0.929,0.283,0.566,0.848,0.899,0.798,0.899,0.051,0.98,0.283,0.444,0.444,0.586,0.293,0.515,0.848,0.687,0.535,0.374,0.737,0.97,0.778,0.404,0.455,0.091,0.758,0.152,0.808,0.96,0.556,0.081,0.182,0.485,0.646,0.869,0.02,0.636,0.162,0.788,0.636,0.02,0.455,0.687,0.414,0.384,0.303,0.04,0.475,0.364,0.687,0.119,0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.89,0.576,0.626,0.879,0.354,0.646,0.768,0.929,0.899,0.818,0.99,0.455,0.465,0.394,0.798,0.737,0.172,0.172,0.98,0.061,0.495,0.949,0.444,0.414,0.121,0.586,1.0,0.99,0.465,0.899,0.778,0.0,0.061,0.354,0.283,0.586,0.131,0.848,0.03,0.939,0.758,0.091,0.232,0.889,0.394,0.071,0.96,0.384,0.273,0.869,0.737,0.616,0.192,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.97,0.707,0.152,0.879,0.384,0.828,0.475,0.97,0.242,0.798,0.677,0.545,0.172,0.727,0.172,0.657,0.364,0.071,0.949,0.556,0.677,0.273,0.879,0.727,0.273,0.414,0.293,0.232,0.404,0.707,0.061,0.707,0.414,0.283,0.818,0.657,0.202,0.04,0.192,0.535,0.03,0.515,0.768,0.424,0.01,0.747,0.566,0.051,0.424,0.97,0.323,0.313,0.024,0.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.87,0.172,0.172,0.505,0.556,0.04,0.808,0.838,0.071,0.071,0.495,0.152,0.04,0.374,0.071,0.576,0.677,0.838,0.667,0.283,0.162,0.162,0.253,0.404,0.182,0.253,0.152,0.212,0.263,0.525,0.152,0.434,0.323,0.657,0.808,0.545,0.242,0.364,0.192,0.354,0.697,0.697,0.939,0.98,0.939,0.101,0.495,0.414,0.859,1.0,0.747,0.636,0.203,0.89,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.92,0.657,0.505,0.899,0.364,0.131,0.131,0.323,0.111,0.949,0.859,0.0,0.111,0.949,0.222,0.636,0.808,0.535,0.768,0.485,0.455,0.576,0.131,0.818,0.141,0.616,0.172,0.495,0.949,0.525,0.96,0.212,0.626,0.343,0.061,0.657,0.848,0.515,0.909,0.586,0.444,0.414,0.919,0.97,0.848,0.768,0.556,0.465,0.364,0.535,0.323,0.636,0.09,0.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.9,0.232,0.212,0.929,0.333,0.283,0.01,0.152,0.354,0.576,0.323,0.071,0.293,0.162,0.394,0.515,0.515,0.253,0.192,0.505,0.283,0.576,0.899,0.364,0.747,0.495,0.556,0.455,0.556,0.475,0.525,0.939,0.374,0.545,0.939,0.242,0.616,0.808,0.535,0.061,0.475,0.061,0.212,0.0,0.424,0.03,0.606,0.081,0.172,0.343,0.808,0.475,0.083,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.72,0.051,0.525,0.798,0.071,0.0,0.0,0.374,0.162,0.99,0.051,0.889,0.798,0.737,0.727,0.717,0.788,0.273,0.051,0.152,0.444,0.081,0.636,0.939,0.04,0.091,0.869,0.677,0.02,0.606,0.687,0.172,0.808,0.758,0.687,0.051,0.061,1.0,0.899,0.707,0.909,0.202,0.212,0.778,0.313,0.414,0.364,0.818,0.556,0.414,0.879,0.818,0.017,0.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.87,0.424,0.96,0.01,0.535,0.273,0.343,0.121,0.848,0.808,0.929,0.141,0.697,0.929,0.616,0.838,0.505,0.606,0.273,0.828,0.505,0.131,0.0,0.414,0.566,0.303,0.919,0.96,0.848,0.0,0.626,0.071,0.818,0.657,0.091,0.242,0.556,0.323,0.091,0.687,0.879,0.384,0.606,0.98,0.899,0.616,0.667,0.545,0.465,0.0,0.586,0.343,0.275,0.21,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.86,0.253,0.808,0.495,0.343,0.212,0.626,0.374,0.889,0.828,0.394,0.283,0.111,0.232,0.071,0.566,0.99,0.717,0.869,0.343,0.495,0.949,0.081,0.485,0.838,0.313,0.475,0.626,0.485,0.394,0.414,0.253,0.96,0.727,0.414,0.606,0.424,0.828,0.232,0.515,0.657,0.495,0.162,0.636,0.263,0.899,0.091,0.828,0.455,0.03,0.556,0.717,0.227,0.73,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
