age,attr1,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr2,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr3,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr4,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr5,attr50,attr51,attr6,attr7,attr8,attr9,capital,distance,gender,paid_contributions_1,paid_contributions_2,paid_contributions_3,paid_contributions_4,paid_contributions_5,patient_type,residence,satisfied,spouse
0.74,0.232,0.909,0.909,0.162,0.071,0.96,0.273,0.707,0.414,0.97,0.111,0.212,0.03,0.384,0.909,0.101,0.343,0.869,0.424,0.606,0.081,0.576,0.384,0.111,0.394,0.96,0.071,0.707,0.192,0.919,0.212,0.929,0.131,0.465,0.071,0.182,0.475,0.414,0.323,0.222,0.081,0.596,0.374,0.939,0.808,0.848,0.636,0.485,0.212,0.273,0.919,0.023,0.07,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.77,0.485,0.465,0.485,0.374,0.485,0.556,0.121,0.172,0.96,0.0,0.97,0.899,0.566,0.212,0.677,0.263,0.444,0.192,0.323,0.364,0.455,0.909,0.263,0.061,0.121,0.04,0.687,0.475,0.616,0.768,0.253,0.303,0.99,0.949,0.96,0.354,0.182,0.727,0.444,0.768,0.545,0.485,0.576,0.131,0.343,0.263,0.788,0.313,0.859,0.727,0.646,0.135,0.71,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.95,0.646,0.636,0.162,0.343,0.101,0.162,1.0,0.061,0.01,0.111,0.515,0.04,0.859,0.505,0.939,0.939,0.909,0.343,0.293,0.97,0.192,0.394,0.222,0.242,0.515,0.111,0.0,0.525,0.374,0.212,0.687,0.909,0.657,0.02,0.293,0.98,0.859,0.03,0.424,0.758,0.455,0.556,0.848,0.808,0.99,0.354,0.01,0.273,0.051,0.848,0.576,0.195,0.83,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.74,0.808,0.535,0.273,0.313,0.869,0.343,0.596,0.091,0.899,0.414,0.838,0.04,0.808,0.747,0.091,0.03,0.566,0.414,0.596,0.354,0.707,0.778,0.717,0.838,1.0,0.727,0.657,0.596,0.939,0.848,0.212,0.566,0.545,0.869,0.566,0.919,0.404,0.424,0.152,0.515,0.384,0.929,0.242,0.111,0.02,0.212,0.596,0.051,0.859,0.707,0.667,0.018,0.81,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.89,0.434,0.444,0.485,0.596,0.798,0.505,0.434,0.354,0.455,0.535,0.677,0.374,0.172,0.152,0.384,0.03,0.636,0.798,0.141,0.354,0.576,0.626,0.081,0.828,0.818,0.616,0.576,0.394,0.556,0.202,0.869,0.242,0.293,0.737,0.111,0.212,0.838,0.111,0.737,0.232,0.313,0.596,0.848,0.545,0.525,0.455,0.576,0.485,0.434,0.677,0.091,0.263,0.09,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.68,0.061,0.131,0.465,0.828,0.202,0.929,0.222,0.0,0.162,0.0,0.808,0.152,0.869,0.838,0.838,0.646,0.394,0.869,0.283,0.667,0.0,0.212,0.354,0.859,0.707,0.848,0.899,0.242,0.667,0.626,0.96,0.828,0.04,0.889,0.919,0.0,0.919,0.273,0.889,0.384,0.657,0.283,0.394,0.091,0.384,0.556,0.313,0.626,0.798,0.788,0.869,0.205,0.18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.96,0.646,0.202,0.384,0.98,0.818,0.283,0.455,0.03,0.737,0.253,0.869,0.909,0.394,0.081,0.444,0.283,0.424,0.687,0.455,0.343,0.899,0.96,0.737,0.727,0.04,0.374,0.778,0.253,0.374,0.465,0.929,0.606,0.465,0.192,0.505,0.626,0.273,0.283,0.111,0.758,0.343,0.889,0.414,0.0,0.949,0.495,0.0,0.869,0.949,0.152,0.343,0.237,0.82,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.88,0.758,0.061,0.879,0.99,0.99,0.98,0.293,0.99,0.505,0.182,0.717,0.657,0.131,0.848,0.535,0.758,0.606,0.949,0.121,0.808,0.828,0.384,0.747,0.253,0.737,0.02,0.172,0.465,0.909,0.98,0.071,0.111,0.051,0.343,0.172,0.162,0.788,0.879,0.253,0.788,0.03,0.424,0.848,0.374,0.475,0.899,0.939,0.465,0.354,0.424,0.141,0.091,0.99,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.99,0.495,0.01,0.556,0.374,0.525,0.071,0.808,0.818,0.747,0.343,0.485,0.96,0.081,0.747,0.384,0.828,0.747,0.919,0.394,0.667,0.04,0.242,0.253,0.384,0.97,0.818,0.727,0.768,0.01,0.667,0.848,0.626,0.343,0.384,0.838,0.404,0.616,0.354,0.495,0.091,0.646,0.717,0.909,0.04,0.283,0.798,0.687,0.293,0.687,0.051,0.071,0.091,0.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.67,0.737,0.111,0.212,0.02,0.273,0.141,0.071,0.929,0.869,0.586,0.313,0.687,0.838,0.182,0.687,0.737,0.283,0.768,0.657,0.717,0.192,0.495,0.04,0.162,0.596,0.909,0.505,0.505,0.333,0.687,0.485,0.01,0.697,0.03,0.626,0.212,0.515,0.374,0.444,0.828,0.939,0.788,0.869,0.02,0.212,0.081,0.101,0.697,0.384,0.152,0.111,0.078,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.97,0.333,0.273,0.596,0.242,0.202,0.495,0.707,0.98,0.899,0.424,0.303,0.646,0.727,0.071,0.869,0.525,0.253,0.828,0.414,0.455,0.212,0.99,0.465,0.455,0.364,0.586,0.495,0.273,0.101,0.212,0.434,0.253,0.192,0.414,0.071,0.414,0.727,0.444,0.535,0.343,0.535,0.202,0.01,0.121,0.192,0.626,0.525,0.313,0.455,0.556,1.0,0.124,0.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.97,0.798,0.949,0.343,0.455,0.717,0.384,0.636,0.192,0.333,0.747,0.758,0.293,0.121,0.242,0.96,0.465,0.03,0.263,0.455,0.99,0.848,0.0,0.596,0.182,0.697,0.455,0.364,0.677,0.586,0.798,0.081,0.0,0.03,0.859,0.909,0.596,0.475,0.313,0.495,0.596,0.687,0.768,0.283,0.333,0.283,0.525,0.364,0.576,0.889,0.364,0.202,0.213,0.46,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.77,0.323,0.556,0.394,0.818,0.303,0.697,0.263,0.111,0.949,0.909,0.596,0.737,0.313,0.788,0.869,0.182,0.02,0.263,0.364,0.586,0.697,0.939,0.162,0.818,0.303,0.192,0.606,0.323,1.0,0.657,0.768,0.162,0.606,0.556,0.152,0.687,0.384,0.212,0.333,0.848,0.758,0.909,0.384,0.758,0.152,0.222,0.727,0.859,0.657,0.606,0.343,0.079,0.7,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.95,0.485,0.838,0.808,0.758,0.263,0.111,0.485,0.899,0.192,0.061,0.465,0.424,0.667,0.687,0.192,0.525,0.667,0.939,0.677,0.939,0.0,0.424,0.626,0.859,0.192,0.071,0.758,0.02,0.596,0.838,0.232,0.263,0.394,0.808,0.354,0.202,0.707,0.485,0.859,0.465,0.99,0.747,0.455,0.586,0.374,0.222,0.838,0.657,0.495,0.626,0.202,0.267,0.86,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.6,0.697,0.525,0.242,0.202,0.061,0.172,0.667,0.727,0.747,0.687,0.99,0.121,0.747,0.394,0.515,0.354,0.364,0.646,0.374,0.182,0.778,0.04,0.778,0.384,0.313,0.96,0.283,0.444,0.596,0.949,0.576,0.939,0.354,0.97,0.596,0.768,0.848,0.939,0.808,0.303,0.424,0.667,0.626,0.636,0.697,0.051,0.616,0.566,0.04,0.556,0.283,0.281,0.53,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.87,0.636,0.202,0.859,0.283,0.04,0.01,0.758,0.838,0.717,0.455,0.869,0.919,0.535,0.404,0.121,0.828,0.707,0.202,0.909,0.646,0.364,0.424,0.04,0.323,0.394,0.616,0.697,0.444,0.364,0.323,0.667,0.566,0.404,0.091,0.0,0.596,0.354,0.253,0.212,0.202,0.01,0.475,0.475,0.636,0.677,0.404,0.97,0.374,0.303,0.566,0.444,0.26,0.19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.84,0.869,0.303,0.354,0.051,0.394,0.606,0.253,0.808,0.061,0.03,0.0,0.091,0.222,0.545,0.0,0.869,1.0,0.152,0.737,0.384,0.111,0.646,0.636,0.303,0.838,0.293,0.879,0.04,0.586,0.626,0.848,0.0,0.545,0.768,0.949,0.808,0.525,0.313,0.869,0.293,0.323,0.061,0.919,0.354,0.141,0.253,0.465,0.071,0.677,0.566,0.354,0.152,0.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.87,0.192,0.424,0.293,0.374,0.01,0.131,0.273,0.343,0.121,0.525,0.192,0.111,0.475,0.293,0.949,0.646,0.848,0.505,0.515,0.01,0.657,0.02,0.162,0.364,0.889,0.303,0.414,0.354,0.273,0.152,0.98,0.899,0.051,0.99,0.97,0.364,0.909,0.747,0.707,0.667,0.657,0.202,0.939,0.909,0.737,0.404,0.465,0.444,0.566,0.333,0.131,0.191,0.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.94,0.131,0.98,0.848,0.455,0.646,0.485,0.091,0.798,0.768,0.586,0.667,0.869,1.0,0.889,0.162,0.889,0.657,0.485,0.899,0.101,0.182,0.848,0.263,0.182,0.626,0.778,0.808,0.667,0.273,0.616,0.889,0.899,0.485,0.808,0.768,0.747,0.232,0.869,0.949,0.859,0.0,0.232,0.98,0.242,0.727,0.222,0.485,0.778,0.131,0.909,0.333,0.237,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.88,0.606,0.879,0.98,0.071,0.818,1.0,0.253,0.495,0.556,0.172,0.626,0.838,0.141,0.091,0.788,0.576,0.737,0.323,0.465,0.162,0.364,0.677,0.141,0.727,0.182,0.404,0.03,0.818,0.333,0.646,0.576,0.758,0.424,0.172,0.02,0.859,0.515,0.919,0.364,0.414,0.657,0.374,0.475,0.798,0.03,0.798,0.616,0.131,0.99,0.162,0.949,0.085,0.21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.89,0.323,0.626,0.03,0.303,0.535,0.96,0.384,0.121,0.909,0.828,0.081,0.333,0.737,0.556,0.566,0.414,0.202,0.758,0.253,0.778,0.111,0.04,0.444,0.495,0.778,0.525,0.828,0.828,0.465,0.899,0.697,0.152,0.556,0.788,0.828,0.343,0.424,0.394,0.182,0.646,0.515,0.566,0.02,0.202,0.586,0.657,0.101,0.02,0.384,0.081,0.949,0.092,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.84,0.889,0.768,0.02,0.727,0.737,0.242,0.899,0.455,0.081,0.121,0.939,0.788,0.586,0.717,0.758,0.434,0.778,0.152,0.99,0.606,0.182,0.283,0.152,0.263,0.505,0.515,0.505,0.354,0.576,0.273,0.798,0.96,0.949,0.051,0.071,0.253,0.222,0.02,0.242,0.677,0.515,0.323,0.949,0.02,0.424,0.0,0.747,0.768,0.657,0.96,0.98,0.259,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.62,0.323,0.727,0.111,0.101,0.545,0.737,0.131,0.545,1.0,0.141,0.051,0.848,0.919,0.727,0.828,0.323,0.455,0.293,0.121,0.424,0.051,0.505,0.687,0.566,0.071,0.434,0.283,0.778,0.141,1.0,0.485,0.192,0.737,0.97,0.374,0.758,0.737,0.677,0.636,0.586,0.576,0.636,0.283,0.99,0.525,0.727,0.838,0.576,0.919,0.909,0.899,0.095,0.69,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.85,0.394,0.293,0.505,0.404,0.657,0.909,0.525,0.141,0.838,0.505,0.04,0.253,0.616,0.111,0.758,0.182,0.808,0.646,0.667,0.192,0.293,0.606,0.384,0.354,0.414,0.818,0.333,0.01,0.606,0.768,0.899,0.687,0.596,0.788,0.111,0.374,0.081,0.444,0.859,0.182,0.313,0.354,0.01,0.919,0.556,0.394,0.343,0.515,0.404,0.747,0.677,0.184,0.76,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.83,0.081,0.687,0.121,0.465,0.141,0.333,0.939,0.596,0.99,0.768,0.03,0.636,0.848,0.424,0.556,0.444,0.626,0.556,0.97,0.131,0.242,0.697,0.465,0.202,0.586,0.687,0.99,0.02,0.697,0.333,0.212,0.091,0.03,0.747,0.475,0.01,0.091,0.707,0.848,0.96,0.586,0.687,0.848,0.182,0.414,0.737,0.838,0.434,0.545,0.202,0.747,0.168,0.89,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.79,0.515,0.737,0.596,0.212,0.667,0.374,0.313,0.03,0.182,0.051,0.636,0.929,0.818,0.071,0.354,0.626,0.384,0.869,0.131,0.515,0.909,0.97,0.212,0.535,0.707,0.737,0.98,0.081,0.939,0.283,0.374,0.556,0.869,0.212,0.111,0.141,0.899,0.505,0.636,0.313,0.717,0.051,0.97,0.576,0.606,0.152,0.859,0.697,0.717,0.687,0.96,0.071,0.89,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.69,0.869,0.172,0.717,0.283,0.576,0.939,0.141,0.758,0.141,0.414,0.02,0.283,0.747,0.717,0.727,0.455,0.485,0.909,0.152,0.495,0.04,0.212,0.556,0.202,0.354,0.545,0.758,0.424,0.101,0.121,0.808,0.515,0.869,0.293,0.949,0.909,0.475,0.182,0.556,0.98,0.96,0.929,0.212,0.535,0.01,0.162,0.97,0.364,0.96,0.818,0.414,0.009,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.87,0.525,0.313,0.939,0.212,0.576,0.101,0.455,0.01,0.919,0.929,0.101,0.192,0.495,0.576,0.434,0.657,0.566,0.323,0.909,0.778,0.727,0.929,0.222,0.485,0.717,0.283,0.343,0.949,0.949,0.01,0.929,0.051,1.0,0.869,0.576,0.859,0.768,0.111,0.455,0.818,0.081,0.434,0.939,0.99,0.798,0.465,0.495,0.343,0.798,0.808,0.879,0.084,0.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.75,0.505,0.515,0.283,0.343,0.758,0.97,0.424,0.141,0.545,0.677,0.626,0.758,0.333,0.758,0.323,0.283,0.212,0.747,0.677,0.03,0.778,0.687,1.0,0.283,0.808,0.616,0.586,0.838,0.99,0.899,0.101,0.97,0.465,0.0,0.545,0.232,0.263,0.01,0.242,0.586,0.04,0.02,0.172,0.111,0.949,0.828,0.051,0.172,0.919,0.03,0.869,0.132,0.21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.95,0.626,0.364,0.818,0.545,0.646,0.0,0.677,0.737,0.465,0.192,0.606,0.545,0.263,0.091,0.939,1.0,0.465,0.495,0.798,0.798,0.455,0.889,0.242,0.859,0.859,0.697,0.313,0.576,0.879,0.313,0.141,0.121,0.04,0.657,0.737,0.162,1.0,0.667,0.697,0.677,0.99,0.121,0.818,0.96,0.121,0.778,0.687,0.192,0.283,0.01,0.101,0.255,0.36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.95,0.061,0.576,0.03,0.646,0.485,0.283,0.303,0.313,0.465,0.182,0.434,0.222,0.758,0.343,0.646,0.869,0.172,0.03,0.667,0.556,0.01,0.859,0.818,0.566,0.798,0.495,0.636,0.303,0.071,0.394,0.616,0.273,0.01,0.889,0.889,0.889,0.333,0.303,0.97,0.929,0.253,0.495,0.515,0.838,0.242,0.273,0.879,0.242,0.788,0.061,0.101,0.033,0.57,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.74,0.677,0.172,0.354,0.343,0.384,0.556,0.788,0.414,0.838,0.475,0.273,0.384,0.687,0.818,0.121,0.071,0.848,0.323,0.818,0.97,0.707,0.03,0.636,0.646,0.283,0.737,0.697,0.687,0.242,0.616,0.667,0.232,0.818,0.091,0.121,0.242,0.374,0.071,0.182,0.131,0.525,0.455,0.838,0.889,0.545,0.061,0.465,0.768,0.96,0.202,0.768,0.135,0.53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.66,0.545,0.212,0.778,0.747,0.455,0.535,0.04,0.101,0.263,0.929,0.545,0.707,0.061,0.606,0.061,0.758,0.889,0.485,0.04,0.374,0.394,0.697,0.444,0.535,0.848,0.899,0.04,0.505,0.263,0.01,0.263,0.131,0.121,0.0,0.111,0.364,0.758,0.111,0.253,0.253,0.354,0.606,0.606,0.242,0.253,1.0,0.121,0.071,0.374,0.354,0.111,0.019,0.56,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.71,0.434,0.273,0.293,0.394,0.232,0.475,0.101,0.212,0.465,0.212,0.131,0.899,0.394,0.273,0.333,0.101,0.98,0.788,0.96,0.505,0.848,0.444,0.101,0.061,0.172,0.121,0.111,0.212,0.333,0.04,0.465,0.576,0.414,0.02,0.253,0.0,0.899,0.798,0.98,0.939,0.152,0.646,0.657,0.343,0.465,0.01,0.071,0.909,0.02,0.737,0.323,0.011,0.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.86,0.081,0.404,0.747,0.414,0.444,0.212,0.131,0.02,0.717,0.586,0.263,0.374,0.687,0.172,0.838,0.535,0.465,0.01,0.677,0.374,0.313,0.778,0.202,0.747,0.768,0.051,0.424,0.394,0.768,0.374,0.354,0.535,0.434,0.222,0.556,0.798,0.939,0.808,0.717,0.919,0.414,1.0,0.606,0.111,0.485,0.556,0.859,0.071,0.253,0.909,0.081,0.104,0.88,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.97,0.525,0.343,0.818,0.778,0.465,0.414,0.485,0.121,0.465,0.182,0.101,0.475,0.525,0.424,0.444,0.03,0.737,0.354,0.566,0.374,0.384,0.333,0.667,0.02,0.566,0.061,0.747,0.747,0.808,0.232,0.566,0.101,0.172,0.818,0.788,0.828,0.909,0.202,0.869,0.869,0.253,0.081,0.182,0.0,0.576,0.939,0.535,0.677,0.263,0.96,0.414,0.113,0.21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.99,0.525,0.333,0.04,0.323,0.818,0.889,0.03,0.626,0.717,0.707,0.838,0.394,0.495,0.111,0.394,0.03,0.596,0.263,0.859,0.909,0.394,0.04,0.929,0.424,0.929,0.303,0.869,0.515,0.323,0.04,0.515,0.202,0.283,0.717,0.111,0.141,0.586,0.323,0.99,0.404,0.03,0.061,0.273,0.404,0.222,0.747,0.929,0.667,0.626,0.475,0.333,0.054,0.52,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.79,0.99,0.172,0.919,0.596,0.919,0.293,0.707,0.485,0.707,0.848,0.727,0.071,0.707,0.697,0.02,0.354,0.283,0.616,0.232,0.97,0.343,0.081,0.859,0.131,0.636,1.0,0.111,0.96,0.111,0.242,0.596,0.505,1.0,0.414,0.879,0.465,0.394,0.485,0.354,0.162,0.101,0.111,0.869,0.465,0.889,0.556,0.586,0.414,0.02,0.949,0.667,0.153,0.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.77,0.818,0.0,0.687,0.576,0.01,0.798,0.111,0.444,0.212,0.566,0.384,0.152,0.717,0.051,0.202,0.556,0.404,0.212,0.707,0.01,0.838,0.343,0.909,0.535,0.626,0.687,0.374,0.253,0.828,1.0,0.778,0.889,0.525,0.343,0.172,0.061,0.828,0.99,0.838,0.081,0.232,0.909,0.596,0.465,0.455,0.091,0.919,0.818,0.545,0.677,0.727,0.117,0.87,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.74,0.404,0.869,0.455,0.576,0.152,0.061,0.253,0.717,0.616,0.525,0.0,0.596,0.737,0.566,0.182,0.717,0.182,0.566,0.737,0.697,0.03,0.071,0.596,0.434,0.384,0.283,0.818,0.061,0.444,0.778,0.626,0.02,0.535,0.414,0.909,0.414,0.394,0.364,0.222,0.899,0.212,0.111,0.242,1.0,0.485,0.071,0.111,0.818,0.081,0.646,0.485,0.012,0.46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.61,0.071,0.828,0.929,0.848,0.384,0.939,0.242,0.071,0.02,0.111,0.192,0.768,0.747,0.838,0.313,0.354,0.697,0.576,0.515,0.152,0.465,0.293,0.566,0.081,0.101,0.455,0.818,0.525,0.04,0.737,0.869,0.343,0.212,0.455,0.141,0.818,0.192,0.525,0.455,0.394,0.717,0.202,0.273,0.717,0.737,0.192,0.727,0.313,0.667,0.879,0.707,0.261,0.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.89,0.778,0.99,0.737,0.081,0.818,0.949,0.556,0.929,0.778,0.071,0.293,0.182,0.929,0.242,0.677,0.162,0.758,0.242,0.939,0.232,0.919,0.394,0.465,0.172,0.172,0.545,0.717,0.515,0.131,0.323,0.929,0.04,0.99,0.929,0.333,0.263,0.434,0.515,0.455,0.788,0.172,0.414,0.333,0.131,0.404,0.394,0.061,0.293,0.424,0.99,0.596,0.26,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,0.606,0.848,0.212,0.788,0.04,0.99,0.04,0.111,0.828,0.636,0.101,0.798,0.949,0.253,0.384,0.556,0.02,0.667,0.98,0.111,0.434,0.576,0.495,0.354,0.434,0.475,0.576,0.434,0.737,0.859,0.01,0.717,0.848,0.444,0.677,0.677,0.111,0.626,0.444,0.293,0.061,0.283,0.879,0.475,0.525,0.727,0.212,0.394,0.768,0.182,0.273,0.135,0.65,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.66,0.828,0.091,0.091,0.384,0.131,0.586,0.616,0.96,0.424,0.141,0.576,0.697,0.354,0.677,0.727,0.283,0.667,0.808,0.364,0.99,0.697,0.808,0.212,0.596,0.556,0.626,0.626,0.485,0.192,0.061,0.687,0.505,0.828,0.879,0.687,0.131,0.727,0.737,0.04,0.364,0.778,0.465,0.465,0.869,0.929,0.636,0.02,0.929,0.535,0.909,0.293,0.071,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.63,0.394,0.434,0.051,0.0,0.99,0.96,0.798,0.859,0.657,0.657,0.465,0.141,0.818,0.323,0.131,0.545,0.586,0.576,0.778,0.172,0.788,0.646,0.414,0.848,0.03,0.505,0.333,0.192,0.909,0.949,0.515,0.646,0.727,0.96,0.354,0.939,0.232,0.051,0.394,0.889,0.475,0.626,0.626,0.323,0.404,0.02,0.879,0.828,0.444,0.303,0.313,0.096,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.86,0.606,0.919,0.99,0.263,0.626,0.505,0.172,0.495,0.667,0.576,0.838,0.576,0.141,0.131,0.434,0.717,0.293,0.707,0.354,0.081,0.03,0.646,0.172,0.798,0.879,0.566,0.747,1.0,0.354,0.141,0.99,0.818,0.96,0.636,0.061,0.788,0.616,0.919,0.97,0.455,0.283,0.101,0.616,0.798,0.232,0.384,0.556,0.212,0.02,0.949,0.707,0.129,0.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.87,0.99,0.798,0.788,0.263,0.495,0.354,0.859,0.919,0.798,0.0,0.616,0.566,0.697,0.939,0.313,0.03,0.293,0.828,0.848,0.576,0.939,0.859,0.182,0.939,0.667,0.828,0.444,0.384,0.556,0.293,0.939,0.889,0.404,0.768,0.737,0.485,0.747,0.545,0.535,0.97,0.485,0.768,0.384,0.222,0.879,0.172,0.636,0.0,0.768,0.141,0.293,0.184,0.61,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.62,0.293,0.505,0.111,0.404,0.717,0.838,0.657,0.485,0.485,0.03,0.343,0.192,0.949,0.697,0.424,0.505,1.0,0.818,0.636,0.192,0.394,0.0,0.909,0.283,0.626,0.051,0.424,0.697,0.818,0.99,0.687,0.485,0.586,0.121,0.475,0.111,0.232,0.333,0.303,0.495,0.505,0.505,0.838,0.081,0.667,0.586,0.232,0.455,0.859,0.071,0.879,0.237,0.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.73,0.384,0.475,0.909,0.111,0.626,0.283,0.404,0.283,0.798,0.212,0.747,0.515,0.101,0.788,0.192,0.697,0.566,1.0,0.253,0.222,0.828,0.475,0.808,0.323,0.616,0.525,0.495,0.273,0.374,0.636,0.727,0.96,0.687,0.444,0.434,0.808,0.556,0.646,0.727,0.596,0.747,0.525,0.404,0.495,0.848,0.404,0.828,0.818,0.444,0.081,0.465,0.234,0.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.94,0.485,0.232,0.101,0.0,0.97,0.98,0.495,0.616,0.081,0.343,0.101,0.697,0.374,0.545,0.525,0.939,0.535,0.747,0.444,0.838,0.101,0.97,1.0,0.273,0.253,0.111,0.192,0.838,0.343,0.616,0.566,0.758,0.434,0.626,0.929,0.394,0.343,0.798,0.202,0.889,0.96,0.0,0.293,0.121,0.636,0.141,0.061,0.253,0.414,0.576,0.404,0.011,0.02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.96,0.192,0.99,0.111,0.808,0.141,0.687,0.202,0.818,0.141,0.616,0.313,0.737,0.505,0.98,0.475,0.01,0.616,0.556,0.222,0.768,0.949,0.111,0.606,0.798,0.929,0.303,0.545,0.859,0.414,0.566,1.0,0.535,0.566,0.313,0.98,0.081,0.212,0.586,0.828,0.838,0.646,0.535,0.98,0.657,0.182,0.859,0.616,0.182,0.505,0.889,0.869,0.239,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0.73,0.505,0.232,0.545,0.0,0.778,0.121,0.677,0.313,0.02,0.455,0.141,0.556,0.939,0.374,0.677,0.525,0.485,0.535,0.061,0.152,0.788,0.03,0.788,0.545,0.909,0.636,0.879,0.818,0.778,0.333,0.96,0.172,0.02,0.04,0.394,0.545,0.515,0.818,0.364,0.848,0.485,0.586,0.374,0.384,0.919,0.525,0.788,0.03,0.596,0.788,0.707,0.109,0.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.85,0.293,0.04,0.566,0.293,0.869,0.253,0.758,0.869,0.293,0.788,0.657,0.97,0.404,0.495,0.96,0.808,0.434,0.586,0.394,0.263,0.354,0.576,0.687,0.515,0.182,0.354,0.687,0.242,0.101,0.404,0.838,0.586,0.535,0.818,0.253,0.01,0.869,0.192,0.808,0.172,0.949,0.515,0.475,0.02,0.879,0.929,0.869,0.687,0.99,0.677,0.97,0.188,0.41,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
